missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.100000,dynamic_task_soft,0.301263,0.337489,0.353636,0.308875,0.334090,0.333539,0.332371,0.566569,0.373664,0.059767,0.344995,0.345481,0.309524,1.075317,1.098031,-0.013574,-0.026791,-0.022782,0.899522,0.761383,0.761996
0.200000,dynamic_task_soft,0.301749,0.322273,0.338045,0.339682,0.333176,0.333397,0.333427,0.276482,0.307094,0.416424,0.379009,0.312925,0.308066,1.084947,1.097999,-0.068064,-0.042225,-0.014953,0.897394,0.781874,0.768790
0.300000,dynamic_task_soft,0.303693,0.321597,0.343430,0.334974,0.334748,0.331347,0.333905,0.292031,0.382896,0.325073,0.338192,0.307580,0.354227,1.083426,1.097702,-0.035043,0.012634,-0.039360,0.879790,0.778352,0.787827
