missing,best_MAE_method,best_MAE,best_Corr_method,best_Corr,best_Non0_acc_2_method,best_Non0_acc_2,best_Non0_F1_method,best_Non0_F1
0.400000,dynamic_task_soft,1.157067,dynamic_task_soft,0.543200,dynamic_task_soft,0.708867,dynamic_task_soft,0.714967
0.500000,dynamic_task_soft,1.319867,dynamic_task_soft,0.390833,dynamic_task_soft,0.574700,dynamic_task_soft,0.628300
