dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.157067,0.126996,0.543200,0.008757,0.708867,0.026385,0.714967,0.028097,0.314867,0.040829,0.282800,0.032955,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.157067,0.126996,0.543200,0.008757,0.708867,0.026385,0.714967,0.028097,0.314867,0.040829,0.282800,0.032955,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.319867,0.136919,0.390833,0.105050,0.574700,0.145556,0.628300,0.084981,0.223033,0.080891,0.216733,0.071255,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.319867,0.136919,0.390833,0.105050,0.574700,0.145556,0.628300,0.084981,0.223033,0.080891,0.216733,0.071255,686.000000
