missing,mean_g_task,mean_g_rel,std_g_task,mean_entropy_rel,mean_entropy_task,mean_router_disagreement,mean_pred_std,mean_pred_range,task_router_oracle_match_rate,corr_g_task_missing_availability_mean,corr_g_task_entropy_rel,corr_g_task_entropy_task,corr_g_task_pred_std
0.1,0.5365444141991285,0.46345558580087154,0.0026774343917693767,0.11005121086088299,0.23958030286613843,0.08297052540104173,0.04500532475867611,0.1051059115003347,0.3906705539358601,0.21408884708347972,0.01857799926116373,-0.13922076721697077,0.4744577068435238
0.2,0.5658127076062215,0.4341872922127634,0.0024340956026849317,0.055457345723554104,0.01570983391204426,0.44205223415414335,0.005420893330812081,0.012739462101880872,0.1637512147716229,0.19076198807534153,0.0973846459853873,0.2061909545569721,0.06549113577234411
0.3,0.6344578045160593,0.3655421954839408,0.012259536515855367,0.1164024726687265,0.002490077508962777,0.21590779275629488,0.16750967782624318,0.40204330329738913,0.22886297376093293,0.4598823436966398,-0.16741333898093183,-0.15057364548678118,0.45087233864246046
0.4,0.4139904912246212,0.586009508753657,0.002392083491166772,0.0075791667611925925,0.3410105188336437,0.12324918601744138,0.005222222872829682,0.012767318047031401,0.5379008746355685,-0.4331675925268304,0.13783814983316975,0.2502443253963376,0.17564272297197658
0.5,0.477114791231227,0.5228852088064447,0.012602745454655978,0.11251840646178672,0.30002837025592,0.5045782780189673,0.26572106533391493,0.6426017596209883,0.10738581146744412,0.019637026541532352,-0.09013111538337142,-0.18818349309044557,-0.23231255743725568
