missing,delta_MAE,delta_Corr,delta_Non0_acc_2,delta_Non0_F1_score,delta_Mult_acc_5,delta_Mult_acc_7
0.1,0.08553299999999997,-0.014100000000000001,0.007600000000000051,0.007933999999999997,-0.068467,-0.04323300000000002
0.2,-0.091167,0.014399999999999968,0.008099999999999996,0.009299999999999975,0.042767,0.049566
0.3,0.04830000000000001,-0.0206329999999999,-0.019300000000000095,-0.01116600000000001,-0.03689999999999999,-0.03746700000000003
0.4,0.08816699999999988,-0.01100000000000001,-0.03153299999999992,-0.02083299999999999,-0.07236699999999999,-0.05249999999999996
0.5,-0.1101669999999999,0.08020000000000005,0.0625,0.04569999999999996,0.07336599999999999,0.05733399999999997
