missing,best_MAE_method,best_MAE,best_Corr_method,best_Corr,best_Non0_acc_2_method,best_Non0_acc_2,best_Non0_F1_method,best_Non0_F1
0.400000,dynamic_task_soft,1.146200,dynamic_task_soft,0.545433,dynamic_task_soft,0.712900,dynamic_task_soft,0.719433
0.500000,dynamic_task_soft,1.166833,dynamic_task_soft,0.467033,dynamic_task_soft,0.701200,dynamic_task_soft,0.701867
