missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.367347,0.322171,0.326129,0.351700,0.335771,0.335518,0.328711,0.303207,0.228377,0.468416,0.383382,0.321186,0.295432,1.079357,1.095840,0.010322,-0.012976,0.024897,0.889278,0.776254,0.787097
0.500000,dynamic_task_soft,0.350340,0.331818,0.324249,0.343933,0.334794,0.332165,0.333042,0.346453,0.257046,0.396501,0.445092,0.364431,0.190476,1.081597,1.096592,0.037899,0.045730,0.016807,0.885496,0.754106,0.756053
