dataset,missing,mode,phase,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.673500,0.699300,0.699700,0.721600,0.277000,0.266800,1.128100,0.544800,1.127000
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.699700,0.699800,0.707300,0.706500,0.237600,0.234700,1.181100,0.540200,1.181100
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.723000,0.722400,0.731700,0.730200,0.252200,0.244900,1.129400,0.551300,1.126800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.673500,0.699300,0.699700,0.721600,0.277000,0.266800,1.128100,0.544800,1.127000
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.699700,0.699800,0.707300,0.706500,0.237600,0.234700,1.181100,0.540200,1.181100
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.723000,0.722400,0.731700,0.730200,0.252200,0.244900,1.129400,0.551300,1.126800
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.701200,0.700400,0.708800,0.707100,0.234700,0.231800,1.178100,0.493300,1.173500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.680800,0.680100,0.692100,0.690400,0.272600,0.262400,1.175200,0.442400,1.174400
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.686600,0.693400,0.702700,0.708100,0.281300,0.266800,1.147200,0.465400,1.153500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.701200,0.700400,0.708800,0.707100,0.234700,0.231800,1.178100,0.493300,1.173500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.680800,0.680100,0.692100,0.690400,0.272600,0.262400,1.175200,0.442400,1.174400
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.5/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.686600,0.693400,0.702700,0.708100,0.281300,0.266800,1.147200,0.465400,1.153500
