dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.110600,0.029903,0.544500,0.018014,0.723067,0.001790,0.724333,0.002139,0.285233,0.022862,0.267767,0.016253,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.110600,0.029903,0.544500,0.018014,0.723067,0.001790,0.724333,0.002139,0.285233,0.022862,0.267767,0.016253,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.312733,0.069470,0.462167,0.020304,0.611800,0.099425,0.643500,0.050534,0.196800,0.024001,0.189033,0.019788,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.312733,0.069470,0.462167,0.020304,0.611800,0.099425,0.643500,0.050534,0.196800,0.024001,0.189033,0.019788,686.000000
