missing,mode,MAE,Corr,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,best_fixed_mode,MAE_fixed,Corr_fixed,Non0_acc_2_fixed,Non0_F1_score_fixed,Mult_acc_5_fixed,Mult_acc_7_fixed,delta_MAE,delta_Corr,delta_Non0_acc_2,delta_Non0_F1_score,delta_Mult_acc_5,delta_Mult_acc_7
0.400000,dynamic_task_soft,1.110600,0.544500,0.723067,0.724333,0.285233,0.267767,text,1.105867,0.549667,0.705267,0.704533,0.314367,0.280833,0.004733,-0.005167,0.017800,0.019800,-0.029134,-0.013066
0.500000,dynamic_task_soft,1.312733,0.462167,0.611800,0.643500,0.196800,0.189033,vision,1.249433,0.461933,0.670733,0.676300,0.300767,0.271633,0.063300,0.000234,-0.058933,-0.032800,-0.103967,-0.082600
