missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.376579,0.339140,0.359565,0.301295,0.335935,0.332103,0.331961,0.339650,0.487366,0.172983,0.392614,0.313411,0.293975,1.077885,1.094187,0.031835,0.001461,-0.013282,0.889830,0.766752,0.779633
0.500000,dynamic_task_soft,0.338192,0.275514,0.382093,0.342393,0.341959,0.334166,0.323876,0.137026,0.354713,0.508260,0.340136,0.351312,0.308552,1.026555,1.058527,-0.002625,0.012792,0.005172,0.849434,0.759127,0.750087
