missing,best_MAE_method,best_MAE,best_Corr_method,best_Corr,best_Non0_acc_2_method,best_Non0_acc_2,best_Non0_F1_method,best_Non0_F1
0.400000,dynamic_task_soft,1.095233,dynamic_task_soft,0.535167,dynamic_task_soft,0.715933,dynamic_task_soft,0.718167
0.500000,dynamic_task_soft,1.224167,dynamic_task_soft,0.442033,dynamic_task_soft,0.683933,dynamic_task_soft,0.684500
