dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.095233,0.033788,0.535167,0.031671,0.715933,0.009194,0.718167,0.005880,0.294933,0.041268,0.272600,0.028654,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.095233,0.033788,0.535167,0.031671,0.715933,0.009194,0.718167,0.005880,0.294933,0.041268,0.272600,0.028654,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.224167,0.073896,0.442033,0.026459,0.683933,0.030523,0.684500,0.029087,0.240533,0.046337,0.232267,0.043783,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.224167,0.073896,0.442033,0.026459,0.683933,0.030523,0.684500,0.029087,0.240533,0.046337,0.232267,0.043783,686.000000
