missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.369291,0.436403,0.219225,0.344372,0.334942,0.332984,0.332075,0.434402,0.182216,0.383382,0.375121,0.272109,0.352770,0.843476,1.096636,0.019824,0.010843,0.001785,0.854304,0.704664,0.722123
0.500000,dynamic_task_soft,0.303207,0.341667,0.299232,0.359101,0.337203,0.332017,0.330780,0.342566,0.157920,0.499514,0.341108,0.361516,0.297376,1.077680,1.095961,-0.011748,-0.051393,-0.040278,0.879558,0.753926,0.738903
