dataset,missing,mode,phase,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.000000,text,protocol_check,text,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs/logs/mosi_missing0.0_text_eval0_test0_protocol_check.log,0.820700,0.820200,0.827700,0.826700,0.475200,0.421300,0.806800,0.793300,0.807600
mosi,0.000000,text,protocol_check,text,0,111,1,1,1,1272.000000,216.000000,672.000000,success,results/auto_anchor_runs/logs/mosi_missing0.0_text_eval1_test1_protocol_check.log,0.818500,0.817800,0.824500,0.823200,0.479200,0.427100,0.805600,0.793000,0.805600
mosi,0.300000,text,protocol_check,text,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs/logs/mosi_missing0.3_text_eval0_test0_protocol_check.log,0.711400,0.715300,0.708800,0.711400,0.341100,0.312000,1.105600,0.625800,1.100800
mosi,0.300000,text,protocol_check,text,0,111,1,1,1,1272.000000,216.000000,672.000000,success,results/auto_anchor_runs/logs/mosi_missing0.3_text_eval1_test1_protocol_check.log,0.709800,0.709500,0.715000,0.713600,0.352700,0.296100,1.097800,0.580100,1.097800
mosi,0.400000,text,protocol_check,text,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs/logs/mosi_missing0.4_text_eval0_test0_protocol_check.log,0.714300,0.713700,0.714900,0.713300,0.309000,0.285700,1.096200,0.570200,1.094400
mosi,0.400000,text,protocol_check,text,0,111,1,1,1,1272.000000,216.000000,672.000000,success,results/auto_anchor_runs/logs/mosi_missing0.4_text_eval1_test1_protocol_check.log,0.711300,0.710600,0.711800,0.710000,0.311000,0.288700,1.098900,0.566800,1.098900
mosi,0.500000,text,protocol_check,text,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs/logs/mosi_missing0.5_text_eval0_test0_protocol_check.log,0.676400,0.679100,0.676800,0.678200,0.237600,0.231800,1.229200,0.460300,1.229400
mosi,0.500000,text,protocol_check,text,0,111,1,1,1,1272.000000,216.000000,672.000000,success,results/auto_anchor_runs/logs/mosi_missing0.5_text_eval1_test1_protocol_check.log,0.650300,0.654300,0.645400,0.647800,0.250000,0.232100,1.276500,0.454000,1.276500
