dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.089600,0.053590,0.519400,0.050731,0.725600,0.014730,0.724833,0.015412,0.310033,0.031964,0.292033,0.028183,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.089600,0.053590,0.519400,0.050731,0.725600,0.014730,0.724833,0.015412,0.310033,0.031964,0.292033,0.028183,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.212133,0.099988,0.466267,0.022870,0.685467,0.020685,0.686067,0.017554,0.257533,0.083322,0.241000,0.066086,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.212133,0.099988,0.466267,0.022870,0.685467,0.020685,0.686067,0.017554,0.257533,0.083322,0.241000,0.066086,686.000000
