missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.369776,0.349168,0.316952,0.333880,0.326517,0.333019,0.340464,0.409621,0.256074,0.334305,0.358601,0.223518,0.417881,1.079903,1.093955,-0.034068,-0.020106,-0.000605,0.890604,0.769132,0.777865
0.500000,dynamic_task_soft,0.279883,0.387399,0.294281,0.318320,0.332771,0.334964,0.332265,0.512634,0.268222,0.219145,0.269193,0.424198,0.306608,1.057894,1.098134,0.011753,-0.030663,0.012691,0.886434,0.742831,0.737008
