modality,metric,baseline,drop_at_max_missing,avg_drop_auc,sensitivity_score
text,Corr,0.7843000000000001,0.6309000000000001,0.3239450000000001,0.3239450000000001
vision,Corr,0.7843000000000001,0.011800000000000144,0.006760000000000094,0.006760000000000094
audio,Corr,0.7843000000000001,0.012300000000000089,0.006225000000000108,0.006225000000000108
