Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(78.57, 1.06)","(78.65, 1.04)","(80.03, 1.31)","(80.03, 1.35)","(38.05, 2.34)","(33.48, 2.4)","(93.7, 5.58)","(72.75, 0.97)","(93.51, 5.72)"
