dataset,missing,mode,phase,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.715700,0.716800,0.727100,0.727300,0.285700,0.279900,1.107200,0.530000,1.108400
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.717200,0.717000,0.728700,0.727500,0.325100,0.295900,1.043500,0.564100,1.042800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.702600,0.703900,0.705800,0.706000,0.243400,0.228900,1.232500,0.547500,1.230500
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.715700,0.716800,0.727100,0.727300,0.285700,0.279900,1.107200,0.530000,1.108400
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.717200,0.717000,0.728700,0.727500,0.325100,0.295900,1.043500,0.564100,1.042800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.702600,0.703900,0.705800,0.706000,0.243400,0.228900,1.232500,0.547500,1.230500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.705500,0.706100,0.718000,0.717500,0.313400,0.274100,1.136200,0.485900,1.135200
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.685100,0.684300,0.692100,0.690300,0.253600,0.234700,1.239800,0.452500,1.241500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.555400,0.614300,0.539600,0.597200,0.170600,0.170600,1.374200,0.411100,1.370300
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.705500,0.706100,0.718000,0.717500,0.313400,0.274100,1.136200,0.485900,1.135200
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.685100,0.684300,0.692100,0.690300,0.253600,0.234700,1.239800,0.452500,1.241500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.555400,0.614300,0.539600,0.597200,0.170600,0.170600,1.374200,0.411100,1.370300
