dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.127733,0.096159,0.547200,0.017052,0.720533,0.012784,0.720267,0.012356,0.284733,0.040859,0.268233,0.034990,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.127733,0.096159,0.547200,0.017052,0.720533,0.012784,0.720267,0.012356,0.284733,0.040859,0.268233,0.034990,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.250067,0.119332,0.449833,0.037471,0.649900,0.096396,0.668333,0.063087,0.245867,0.071713,0.226467,0.052239,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.250067,0.119332,0.449833,0.037471,0.649900,0.096396,0.668333,0.063087,0.245867,0.071713,0.226467,0.052239,686.000000
