missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.321672,0.313963,0.342899,0.343139,0.334313,0.330701,0.334986,0.246842,0.372692,0.380466,0.337221,0.266278,0.396501,1.082047,1.097647,-0.011859,0.004970,-0.015726,0.888928,0.778235,0.792026
0.500000,dynamic_task_soft,0.339164,0.341408,0.340421,0.318171,0.345790,0.330781,0.323429,0.376093,0.337707,0.286200,0.368805,0.272595,0.358601,1.076887,1.082530,-0.018372,-0.024919,-0.004400,0.882112,0.749701,0.759679
