missing,mode,MAE,Corr,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE_ds,Corr_ds,Non0_acc_2_ds,Non0_F1_score_ds,Mult_acc_5_ds,Mult_acc_7_ds,delta_MAE,delta_Corr,delta_Non0_acc_2,delta_Non0_F1_score,delta_Mult_acc_5,delta_Mult_acc_7
0.400000,dynamic_task_soft,1.127733,0.547200,0.720533,0.720267,0.284733,0.268233,1.092133,0.552400,0.726633,0.725133,0.320667,0.289133,0.035600,-0.005200,-0.006100,-0.004866,-0.035934,-0.020900
0.500000,dynamic_task_soft,1.250067,0.449833,0.649900,0.668333,0.245867,0.226467,1.298767,0.378833,0.624000,0.641100,0.215267,0.209933,-0.048700,0.071000,0.025900,0.027233,0.030600,0.016534
