Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(80.78, 1.58)","(80.74, 2.12)","(82.27, 1.13)","(82.68, 0.77)","(53.16, 0.22)","(51.33, 0.53)","(58.92, 1.06)","(70.13, 0.49)","(58.9, 1.05)"
