Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(74.88, 2.96)","(74.99, 3.8)","(75.46, 0.73)","(76.27, 1.08)","(45.62, 0.49)","(45.06, 0.63)","(70.38, 1.17)","(53.53, 1.04)","(70.36, 1.2)"
