Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(69.92, 1.63)","(70.22, 1.48)","(69.97, 2.43)","(70.13, 2.3)","(29.59, 3.41)","(27.21, 2.68)","(122.85, 11.59)","(51.46, 4.38)","(122.07, 11.76)"
