Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(79.25, 0.55)","(79.43, 0.45)","(81.15, 0.28)","(81.24, 0.22)","(45.53, 1.74)","(39.07, 1.55)","(86.26, 2.35)","(73.32, 0.65)","(85.94, 2.51)"
mfmb_net,"(79.69, 0.72)","(79.73, 0.74)","(81.25, 0.9)","(81.22, 0.94)","(41.79, 3.99)","(37.42, 2.36)","(87.02, 3.72)","(73.44, 0.44)","(86.59, 3.7)"
