Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(67.15, 0.96)","(67.24, 0.92)","(67.68, 0.98)","(67.68, 0.99)","(26.68, 2.81)","(24.44, 1.07)","(121.34, 1.26)","(44.65, 1.09)","(120.77, 1.33)"
mfmb_net,"(59.72, 10.61)","(65.71, 2.78)","(58.94, 11.9)","(64.87, 4.06)","(19.58, 2.36)","(19.1, 2.06)","(131.82, 10.26)","(39.9, 11.74)","(131.25, 10.34)"
