Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(63.36, 0.18)","(63.39, 0.17)","(63.82, 0.26)","(63.73, 0.26)","(21.18, 2.04)","(20.46, 2.16)","(130.62, 3.5)","(35.07, 1.66)","(130.13, 3.52)"
mfmb_net,"(64.43, 2.18)","(64.41, 2.17)","(65.3, 2.14)","(65.16, 2.14)","(25.8, 2.92)","(24.35, 1.75)","(126.66, 4.26)","(37.31, 3.19)","(125.94, 4.18)"
