missing,best_MAE_method,best_MAE,best_Corr_method,best_Corr,best_Non0_acc_2_method,best_Non0_acc_2,best_Non0_F1_method,best_Non0_F1
0.400000,dynamic_task_soft,1.205033,dynamic_task_soft,0.515633,dynamic_task_soft,0.671733,dynamic_task_soft,0.676100
0.500000,dynamic_task_soft,1.305767,dynamic_task_soft,0.416200,dynamic_task_soft,0.567567,dynamic_task_soft,0.624033
