dataset,missing,mode,phase,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.699700,0.702400,0.699700,0.701100,0.322200,0.279900,1.170200,0.566200,1.177700
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.698300,0.697500,0.702700,0.701100,0.274100,0.260900,1.139800,0.515800,1.143100
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.621000,0.636100,0.612800,0.626100,0.214300,0.204100,1.305100,0.464900,1.300800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.699700,0.702400,0.699700,0.701100,0.322200,0.279900,1.170200,0.566200,1.177700
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.698300,0.697500,0.702700,0.701100,0.274100,0.260900,1.139800,0.515800,1.143100
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.621000,0.636100,0.612800,0.626100,0.214300,0.204100,1.305100,0.464900,1.300800
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.575800,0.623000,0.564000,0.610200,0.228900,0.217200,1.359000,0.482000,1.358000
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.701200,0.701800,0.708800,0.708600,0.293000,0.281300,1.135400,0.494500,1.139700
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.449000,0.570900,0.429900,0.553300,0.180800,0.180800,1.422900,0.272100,1.427300
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.575800,0.623000,0.564000,0.610200,0.228900,0.217200,1.359000,0.482000,1.358000
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.701200,0.701800,0.708800,0.708600,0.293000,0.281300,1.135400,0.494500,1.139700
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.1_temp0.3/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.449000,0.570900,0.429900,0.553300,0.180800,0.180800,1.422900,0.272100,1.427300
