missing,mode,MAE,Corr,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE_ds,Corr_ds,Non0_acc_2_ds,Non0_F1_score_ds,Mult_acc_5_ds,Mult_acc_7_ds,delta_MAE,delta_Corr,delta_Non0_acc_2,delta_Non0_F1_score,delta_Mult_acc_5,delta_Mult_acc_7
0.400000,dynamic_task_soft,1.205033,0.515633,0.671733,0.676100,0.270200,0.248300,1.092133,0.552400,0.726633,0.725133,0.320667,0.289133,0.112900,-0.036767,-0.054900,-0.049033,-0.050467,-0.040833
0.500000,dynamic_task_soft,1.305767,0.416200,0.567567,0.624033,0.234233,0.226433,1.298767,0.378833,0.624000,0.641100,0.215267,0.209933,0.007000,0.037367,-0.056433,-0.017067,0.018966,0.016500
