missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.330904,0.305619,0.289192,0.405189,0.315326,0.380944,0.303730,0.114674,0.317298,0.568027,0.321672,0.443149,0.235180,0.982889,1.035621,-0.010734,-0.028539,0.023711,0.868030,0.766171,0.755456
0.500000,dynamic_task_soft,0.453353,0.607497,0.220415,0.172089,0.348400,0.325234,0.326366,0.724004,0.120991,0.155005,0.431487,0.325559,0.242954,0.693461,1.051150,0.019367,0.015775,-0.105619,0.651885,0.591350,0.622246
