missing,mode,router_oracle_match_rate,mean_w_text,mean_w_audio,mean_w_vision,mean_oracle_w_text,mean_oracle_w_audio,mean_oracle_w_vision,selected_text_ratio,selected_audio_ratio,selected_vision_ratio,oracle_text_ratio,oracle_audio_ratio,oracle_vision_ratio,entropy_router,entropy_oracle,corr_router_oracle_text,corr_router_oracle_audio,corr_router_oracle_vision,corr_availability_text_w_text,corr_availability_audio_w_audio,corr_availability_vision_w_vision
0.400000,dynamic_task_soft,0.386297,0.318034,0.465190,0.216776,0.331411,0.337980,0.330609,0.379981,0.539359,0.080661,0.448008,0.343052,0.208941,0.941790,1.094288,-0.012278,-0.021817,0.026479,0.873405,0.753238,0.770466
0.500000,dynamic_task_soft,0.270165,0.453713,0.308280,0.238006,0.335484,0.332576,0.331939,0.336735,0.536443,0.126822,0.381924,0.261419,0.356657,0.677423,1.094471,0.007220,-0.054101,-0.014199,0.695058,0.564496,0.585105
