missing,best_MAE_method,best_MAE,best_Corr_method,best_Corr,best_Non0_acc_2_method,best_Non0_acc_2,best_Non0_F1_method,best_Non0_F1
0.400000,dynamic_task_soft,1.191000,dynamic_task_soft,0.522233,dynamic_task_soft,0.688033,dynamic_task_soft,0.692833
0.500000,dynamic_task_soft,1.324267,dynamic_task_soft,0.379667,dynamic_task_soft,0.599100,dynamic_task_soft,0.613067
