dataset,phase,missing,mode,train_drop_last,eval_drop_last,test_drop_last,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_task_soft,-1,-1,-1,1.191000,0.047770,0.522233,0.044917,0.688033,0.028827,0.692833,0.020673,0.265800,0.019919,0.245400,0.012573,686.000000
mosi,full,0.400000,dynamic_task_soft,1,0,0,1.191000,0.047770,0.522233,0.044917,0.688033,0.028827,0.692833,0.020673,0.265800,0.019919,0.245400,0.012573,686.000000
mosi,full,0.500000,dynamic_task_soft,-1,-1,-1,1.324267,0.050663,0.379667,0.131610,0.599100,0.022188,0.613067,0.022965,0.190967,0.013906,0.188033,0.010179,686.000000
mosi,full,0.500000,dynamic_task_soft,1,0,0,1.324267,0.050663,0.379667,0.131610,0.599100,0.022188,0.613067,0.022965,0.190967,0.013906,0.188033,0.010179,686.000000
