Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(81.24, 0.27)","(81.3, 0.26)","(82.93, 0.43)","(82.92, 0.48)","(47.86, 2.13)","(42.03, 1.85)","(77.17, 0.75)","(77.96, 0.24)","(76.72, 0.82)"
