Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(74.36, 0.57)","(74.32, 0.59)","(75.55, 0.84)","(75.42, 0.85)","(33.38, 1.48)","(30.55, 0.81)","(99.88, 1.63)","(61.79, 0.95)","(99.88, 1.63)"
