Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(80.8, 0.21)","(80.86, 0.28)","(82.3, 0.61)","(82.29, 0.68)","(47.27, 0.35)","(40.97, 0.67)","(78.83, 1.06)","(76.46, 0.29)","(78.83, 1.06)"
mfmb_net,"(80.8, 0.21)","(80.86, 0.28)","(82.3, 0.61)","(82.29, 0.68)","(47.27, 0.35)","(40.97, 0.67)","(78.83, 1.06)","(76.46, 0.29)","(78.83, 1.06)"
