Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,0.0,0.25,1.0,"(81.95, 1.24)","(81.85, 1.24)","(83.96, 1.11)","(83.93, 1.09)","(47.02, 4.8)","(41.96, 3.39)","(76.67, 5.33)","(78.11, 2.66)","(76.67, 5.33)"
