Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,1.0,0.25,1.0,"(45.63, 1.1)","(29.85, 2.92)","(43.12, 1.13)","(27.31, 3.02)","(15.87, 0.55)","(15.87, 0.55)","(148.91, 4.27)","(13.64, 2.1)","(148.91, 4.27)"
