Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,0.0,0.5,0.5,"(81.15, 1.1)","(81.17, 1.11)","(81.9, 1.19)","(81.97, 1.18)","(43.65, 3.93)","(38.44, 2.98)","(84.69, 7.57)","(76.76, 2.81)","(84.69, 7.57)"
