Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,1.0,0.5,0.75,"(49.85, 3.44)","(40.2, 8.74)","(47.84, 3.87)","(38.28, 9.28)","(15.63, 0.56)","(15.58, 0.49)","(148.42, 10.03)","(13.6, 5.91)","(148.42, 10.03)"
