Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(74.31, 0.79)","(74.5, 0.56)","(75.47, 0.87)","(75.54, 0.94)","(36.61, 2.47)","(32.69, 1.7)","(98.97, 3.1)","(62.35, 0.35)","(98.97, 3.1)"
mfmb_net,"(74.8, 0.49)","(74.76, 0.48)","(75.99, 0.51)","(75.87, 0.51)","(34.08, 2.32)","(30.85, 1.16)","(100.99, 0.98)","(62.08, 1.26)","(100.99, 0.98)"
mfmb_net,"(74.8, 0.49)","(74.76, 0.48)","(75.99, 0.51)","(75.87, 0.51)","(34.08, 2.32)","(30.85, 1.16)","(100.99, 0.98)","(62.08, 1.26)","(100.99, 0.98)"
