Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,0.5,0.25,1.0,"(66.52, 1.8)","(66.15, 2.43)","(66.77, 2.29)","(66.53, 2.91)","(24.6, 0.92)","(23.41, 1.03)","(125.24, 4.16)","(45.42, 1.74)","(125.24, 4.16)"
