Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(81.6, 0.39)","(81.64, 0.43)","(83.14, 0.41)","(83.13, 0.45)","(47.57, 0.81)","(42.16, 1.03)","(77.68, 0.74)","(76.83, 0.74)","(77.68, 0.74)"
mfmb_net,"(79.96, 0.49)","(79.93, 0.5)","(81.16, 0.62)","(81.07, 0.64)","(41.81, 1.69)","(37.0, 0.89)","(86.54, 2.91)","(75.28, 1.54)","(86.54, 2.91)"
mfmb_net,"(81.9, 0.74)","(81.95, 0.75)","(83.45, 0.81)","(83.45, 0.82)","(46.57, 1.16)","(39.38, 1.54)","(79.3, 1.98)","(76.81, 0.16)","(79.3, 1.98)"
mfmb_net,"(81.6, 0.39)","(81.64, 0.43)","(83.14, 0.41)","(83.13, 0.45)","(47.57, 0.81)","(42.16, 1.03)","(77.68, 0.74)","(76.83, 0.74)","(77.68, 0.74)"
mfmb_net,"(79.96, 0.49)","(79.93, 0.5)","(81.16, 0.62)","(81.07, 0.64)","(41.81, 1.69)","(37.0, 0.89)","(86.54, 2.91)","(75.28, 1.54)","(86.54, 2.91)"
mfmb_net,"(81.6, 0.39)","(81.64, 0.43)","(83.14, 0.41)","(83.13, 0.45)","(47.57, 0.81)","(42.16, 1.03)","(77.68, 0.74)","(76.83, 0.74)","(77.68, 0.74)"
mfmb_net,"(79.96, 0.49)","(79.93, 0.5)","(81.16, 0.62)","(81.07, 0.64)","(41.81, 1.69)","(37.0, 0.89)","(86.54, 2.91)","(75.28, 1.54)","(86.54, 2.91)"
