Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,1.0,0.0,0.25,"(53.77, 3.08)","(50.45, 6.52)","(53.04, 4.18)","(49.86, 7.59)","(18.06, 0.39)","(17.71, 0.61)","(144.15, 5.07)","(17.67, 2.69)","(144.15, 5.07)"
