Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(79.76, 0.61)","(79.76, 0.55)","(80.85, 0.47)","(80.78, 0.49)","(42.21, 2.9)","(37.35, 2.23)","(90.51, 4.44)","(71.73, 0.45)","(90.51, 4.44)"
mfmb_net,"(80.01, 0.57)","(80.06, 0.56)","(81.38, 0.32)","(81.37, 0.32)","(46.88, 0.61)","(40.77, 0.74)","(81.38, 0.64)","(74.33, 0.42)","(81.38, 0.64)"
mfmb_net,"(79.76, 0.61)","(79.76, 0.55)","(80.85, 0.47)","(80.78, 0.49)","(42.21, 2.9)","(37.35, 2.23)","(90.51, 4.44)","(71.73, 0.45)","(90.51, 4.44)"
