Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net_A1_te0_2_fcdynamic,"(70.34, 0.3)","(70.31, 0.24)","(70.86, 0.51)","(70.74, 0.45)","(28.37, 0.88)","(25.74, 1.9)","(116.16, 4.3)","(54.66, 1.45)","(116.16, 4.3)"
