method_name,metric,r_lo,r_hi,slope
regime_policy,Mult_acc_7,0.15,0.2,-0.22299999999999978
regime_policy,Mult_acc_7,0.2,0.25,-0.2050000000000008
regime_policy,Mult_acc_7,0.25,0.3,0.6800000000000007
regime_policy,Mult_acc_7,0.3,0.35,-1.6620000000000006
regime_policy,Mult_acc_7,0.35,0.4,0.18599999999999933
regime_policy,Mult_acc_7,0.4,0.45,-0.4859999999999999
regime_policy,Mult_acc_7,0.45,0.5,-0.778
regime_policy,Mult_acc_7,0.5,0.55,0.5819999999999997
regime_policy,Mult_acc_7,0.55,0.6,-0.26100000000000045
regime_policy,MAE,0.0,0.1,0.9676666666666678
regime_policy,MAE,0.1,0.15,1.6833333333333327
regime_policy,MAE,0.15,0.2,0.4279999999999971
regime_policy,MAE,0.2,0.25,-0.2139999999999987
regime_policy,MAE,0.25,0.3,-0.07400000000000075
regime_policy,MAE,0.3,0.35,2.4920000000000013
regime_policy,MAE,0.35,0.4,0.777999999999998
regime_policy,MAE,0.4,0.45,0.3040000000000021
regime_policy,MAE,0.45,0.5,3.1599999999999993
regime_policy,MAE,0.5,0.55,-1.5239999999999951
regime_policy,MAE,0.55,0.6,0.4179999999999945
regime_policy,Corr,0.0,0.1,-0.5346666666666677
regime_policy,Corr,0.1,0.15,-1.0053333333333316
regime_policy,Corr,0.15,0.2,-0.32199999999999995
regime_policy,Corr,0.2,0.25,-0.38200000000000023
regime_policy,Corr,0.25,0.3,-0.4620000000000003
regime_policy,Corr,0.3,0.35,-1.232
regime_policy,Corr,0.35,0.4,-0.3419999999999998
regime_policy,Corr,0.4,0.45,-0.6779999999999987
regime_policy,Corr,0.45,0.5,-0.9560000000000015
regime_policy,Corr,0.5,0.55,-0.5960000000000004
regime_policy,Corr,0.55,0.6,-1.0639999999999996
regime_policy,Loss,0.0,0.1,0.9680000000000022
regime_policy,Loss,0.1,0.15,1.6706666666666652
regime_policy,Loss,0.15,0.2,0.4149999999999986
regime_policy,Loss,0.2,0.25,-0.23899999999999816
regime_policy,Loss,0.25,0.3,-0.09600000000000056
regime_policy,Loss,0.3,0.35,2.4800000000000004
regime_policy,Loss,0.35,0.4,0.7500000000000011
regime_policy,Loss,0.4,0.45,0.3019999999999979
regime_policy,Loss,0.45,0.5,3.174000000000002
regime_policy,Loss,0.5,0.55,-1.5180000000000002
regime_policy,Loss,0.55,0.6,0.4610000000000009
