Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(78.33, 1.51)","(78.3, 1.49)","(79.17, 1.57)","(79.07, 1.56)","(36.98, 5.75)","(33.58, 4.06)","(93.29, 6.05)","(72.02, 0.63)","(92.8, 6.04)"
mfmb_net,"(78.33, 1.51)","(78.3, 1.49)","(79.17, 1.57)","(79.07, 1.56)","(36.98, 5.75)","(33.58, 4.06)","(93.29, 6.05)","(72.02, 0.63)","(92.8, 6.04)"
