Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(79.16, 0.63)","(79.32, 0.79)","(80.79, 1.11)","(80.88, 1.26)","(40.77, 3.83)","(35.76, 2.16)","(88.33, 4.06)","(72.52, 0.57)","(87.92, 4.07)"
mfmb_net,"(79.16, 0.63)","(79.32, 0.79)","(80.79, 1.11)","(80.88, 1.26)","(40.77, 3.83)","(35.76, 2.16)","(88.33, 4.06)","(72.52, 0.57)","(87.92, 4.07)"
