Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(69.39, 1.33)","(69.45, 1.19)","(69.67, 1.51)","(69.62, 1.38)","(24.73, 5.17)","(23.32, 4.3)","(119.74, 7.6)","(50.21, 2.84)","(119.06, 7.5)"
mfmb_net,"(71.52, 1.38)","(71.65, 1.41)","(72.05, 1.37)","(72.07, 1.48)","(28.72, 2.88)","(26.73, 3.37)","(114.6, 6.11)","(52.38, 3.41)","(113.71, 6.06)"
