Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(70.07, 8.03)","(71.63, 5.84)","(70.63, 9.57)","(72.07, 7.43)","(29.88, 6.31)","(27.6, 6.4)","(113.91, 22.23)","(65.07, 1.43)","(113.43, 22.34)"
mfmb_net,"(77.16, 0.55)","(77.14, 0.57)","(78.3, 0.64)","(78.21, 0.66)","(36.74, 2.5)","(33.29, 1.47)","(96.09, 3.06)","(67.74, 0.82)","(95.7, 2.97)"
