Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,"(67.06, 3.6)","(67.8, 2.73)","(67.17, 4.31)","(67.8, 3.44)","(25.61, 1.94)","(23.91, 1.8)","(126.33, 7.74)","(45.56, 2.13)","(125.55, 7.78)"
mfmb_net,"(67.06, 3.6)","(67.8, 2.73)","(67.17, 4.31)","(67.8, 3.44)","(25.61, 1.94)","(23.91, 1.8)","(126.33, 7.74)","(45.56, 2.13)","(125.55, 7.78)"
