dataset,phase,missing,mode,protocol_tag,train_drop_last,eval_drop_last,test_drop_last,task_router_lambda,center_aux_lambda,router_oracle_temperature,router_oracle_type,gate_balance_lambda,gate_target,rta_gate_mode,use_prediction_gate_supervision,gate_oracle_temperature,gate_task_lambda,MAE_mean,MAE_std,Corr_mean,Corr_std,Non0_acc_2_mean,Non0_acc_2_std,Non0_F1_score_mean,Non0_F1_score_std,Mult_acc_5_mean,Mult_acc_5_std,Mult_acc_7_mean,Mult_acc_7_std,effective_test_samples
mosi,full,0.400000,dynamic_rta,trainDL1_evalDL0_testDL0,1,0,0,0.100000,0.050000,0.800000,soft,0.010000,0.500000,force_task,1,0.800000,0.050000,1.054900,,0.550900,,0.736300,,0.736800,,0.328000,,0.312000,,686.000000
mosi,full,0.500000,dynamic_rta,trainDL1_evalDL0_testDL0,1,0,0,0.100000,0.050000,0.800000,soft,0.010000,0.500000,force_task,1,0.800000,0.050000,1.124900,,0.482800,,0.705800,,0.707200,,0.272600,,0.262400,,686.000000
