Model,MissingText,MissingAudio,MissingVision,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mfmb_net,0.0,0.0,0.9,"(81.75, 1.73)","(81.53, 1.59)","(83.57, 2.79)","(83.46, 2.66)","(47.92, 5.9)","(41.82, 5.11)","(78.08, 10.32)","(77.23, 3.48)","(78.08, 10.32)"
