modality,metric,baseline,drop_at_max_missing,avg_drop_auc,sensitivity_score
text,Corr,0.7843000000000001,0.5184000000000001,0.25920000000000004,0.25920000000000004
audio,Corr,0.7843000000000001,0.012300000000000089,0.010537500000000102,0.010537500000000102
vision,Corr,0.7843000000000001,0.011800000000000144,0.005075000000000093,0.005075000000000093
