dataset,missing,mode,phase,protocol_tag,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,task_router_lambda,center_aux_lambda,router_oracle_temperature,router_oracle_type,router_missing_bias,gate_balance_lambda,gate_target,rta_gate_mode,use_prediction_gate_supervision,gate_oracle_temperature,gate_task_lambda,use_task_aware_router,use_reliability_task_gate,export_anchor_weights,export_task_router_info,train_batch_size,eval_batch_size,test_batch_size,output_dir,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,run_id,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.900000,dynamic_soft,full,trainDL1_evalDL0_testDL0,dynamic_soft,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_dynamic_soft_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_dynamic_soft_seed1111_trainDL1_evalDL0_testDL0_20260526_1155,0.559800,0.575200,0.551800,0.565600,0.180800,0.174900,1.476800,0.178400,1.473000
mosi,0.900000,dynamic_soft,full,trainDL1_evalDL0_testDL0,dynamic_soft,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_dynamic_soft_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_dynamic_soft_seed11111_trainDL1_evalDL0_testDL0_20260526_1155,0.524800,0.534900,0.522900,0.532000,0.174900,0.174900,1.434000,0.167500,1.434400
mosi,0.900000,text,full,trainDL1_evalDL0_testDL0,text,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_text_seed111_trainDL1_evalDL0_testDL0_20260526_1106,0.568500,0.567400,0.571600,0.569100,0.208500,0.205500,1.368500,0.182500,1.371400
mosi,0.900000,text,full,trainDL1_evalDL0_testDL0,text,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_text_seed1111_trainDL1_evalDL0_testDL0_20260526_1106,0.564100,0.572500,0.557900,0.564600,0.161800,0.161800,1.434200,0.063500,1.436000
mosi,0.900000,text,full,trainDL1_evalDL0_testDL0,text,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_text_seed11111_trainDL1_evalDL0_testDL0_20260526_1106,0.447500,0.618300,0.422300,0.593800,0.163300,0.163300,1.556800,0.001000,1.556600
mosi,0.900000,vision,full,trainDL1_evalDL0_testDL0,vision,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_vision_seed111_trainDL1_evalDL0_testDL0_20260526_1137,0.467900,0.594500,0.443600,0.569200,0.166200,0.166200,1.517800,0.182500,1.515700
mosi,0.900000,vision,full,trainDL1_evalDL0_testDL0,vision,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_vision_seed1111_trainDL1_evalDL0_testDL0_20260526_1137,0.447500,0.618300,0.422300,0.593800,0.158900,0.158900,1.471500,0.040000,1.469500
mosi,0.900000,vision,full,trainDL1_evalDL0_testDL0,vision,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m0.9_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m0.9_vision_seed11111_trainDL1_evalDL0_testDL0_20260526_1137,0.599100,0.603400,0.591500,0.593800,0.185100,0.182200,1.385600,0.213900,1.382400
mosi,1.000000,dynamic_rta_pred_residual,full,trainDL1_evalDL0_testDL0,dynamic_rta_pred_residual,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,1,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10/rta_pred_residual_analysis,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_rta_pred_residual_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_rta_pred_residual_seed111_trainDL1_evalDL0_testDL0_20260526_1340,0.447500,0.618300,0.422300,0.593800,0.158900,0.158900,1.499700,-0.034300,1.501100
mosi,1.000000,dynamic_rta_pred_residual,full,trainDL1_evalDL0_testDL0,dynamic_rta_pred_residual,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,1,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10/rta_pred_residual_analysis,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_rta_pred_residual_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_rta_pred_residual_seed1111_trainDL1_evalDL0_testDL0_20260526_1340,0.447500,0.618300,0.422300,0.593800,0.158900,0.158900,1.483900,0.027300,1.485600
mosi,1.000000,dynamic_rta_pred_residual,full,trainDL1_evalDL0_testDL0,dynamic_rta_pred_residual,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,1,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10/rta_pred_residual_analysis,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_rta_pred_residual_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_rta_pred_residual_seed11111_trainDL1_evalDL0_testDL0_20260526_1340,0.447500,0.618300,0.422300,0.593800,0.164700,0.164700,1.568200,-0.090400,1.568600
mosi,1.000000,dynamic_soft,full,trainDL1_evalDL0_testDL0,dynamic_soft,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_soft_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_soft_seed111_trainDL1_evalDL0_testDL0_20260526_1310,0.447500,0.618300,0.422300,0.593800,0.154500,0.154500,1.449500,-0.139500,1.450000
mosi,1.000000,dynamic_soft,full,trainDL1_evalDL0_testDL0,dynamic_soft,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_soft_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_soft_seed1111_trainDL1_evalDL0_testDL0_20260526_1310,0.447500,0.618300,0.422300,0.593800,0.147200,0.147200,1.475000,-0.117800,1.466900
mosi,1.000000,dynamic_soft,full,trainDL1_evalDL0_testDL0,dynamic_soft,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_dynamic_soft_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_dynamic_soft_seed11111_trainDL1_evalDL0_testDL0_20260526_1310,0.447500,0.618300,0.422300,0.593800,0.158900,0.158900,1.498800,0.056100,1.494900
mosi,1.000000,text,full,trainDL1_evalDL0_testDL0,text,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_text_seed111_trainDL1_evalDL0_testDL0_20260526_1235,0.546600,0.552900,0.550300,0.555500,0.158900,0.158900,1.445900,-0.046000,1.446300
mosi,1.000000,text,full,trainDL1_evalDL0_testDL0,text,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_text_seed1111_trainDL1_evalDL0_testDL0_20260526_1235,0.530600,0.555000,0.519800,0.542500,0.160300,0.160300,1.434300,0.064200,1.436900
mosi,1.000000,text,full,trainDL1_evalDL0_testDL0,text,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_text_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_text_seed11111_trainDL1_evalDL0_testDL0_20260526_1235,0.447500,0.618300,0.422300,0.593800,0.161800,0.161800,1.517300,0.096600,1.518000
mosi,1.000000,vision,full,trainDL1_evalDL0_testDL0,vision,0,111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_vision_seed111_trainDL1_evalDL0_testDL0_20260526_1247,0.497100,0.586000,0.475600,0.563000,0.158900,0.158900,1.456700,0.067300,1.457600
mosi,1.000000,vision,full,trainDL1_evalDL0_testDL0,vision,0,1111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_vision_seed1111_trainDL1_evalDL0_testDL0_20260526_1247,0.491300,0.584300,0.469500,0.561100,0.163300,0.163300,1.449300,0.097800,1.451600
mosi,1.000000,vision,full,trainDL1_evalDL0_testDL0,vision,0,11111,1,0,0,0.100000,0.050000,0.800000,soft,2.000000,0.000000,0.500000,learned,1,0.800000,0.020000,0,1,1,1,24,24,24,results/auto_anchor_runs_stress_06_10,1272.000000,229.000000,686.000000,success,"results/auto_anchor_runs_stress_06_10/logs/mosi_m1.0_vision_seed111,1111,11111_trainDL1_evalDL0_testDL0_full.log",mosi_m1.0_vision_seed11111_trainDL1_evalDL0_testDL0_20260526_1247,0.447500,0.618300,0.422300,0.593800,0.156000,0.156000,1.492000,0.004800,1.492000
